Project.ID,Species,yi_mod_lowhigh,vi_mod_lowhigh,Longitude_mean,Latitude_mean,Comparison,det_diet_breadth_n,habitat_breadth_n,stringency_med,HMI_med,Treatment_Activity_NoSame,Habitat_closure,family,trophic_level,Habitat_closure.1,activity_cycle,foraging_stratum,trophic_groups,hum_mod_noSame,brain_mass_relative,proj_sp,Hunted,Duration
TN_Forest_Cheatham,Lynx rufus,-0.870061256,0.764432981,-0.383781852,-0.074001554,Year,-0.885048546,0.557287084,-0.72728204,-0.271501442,High,Closed,Felidae,carnivore,Closed,nocturnal_only,G,small_carnivore,0.563087419,0.4481,TN_Forest_Cheatham Lynx rufus,Yes (rarely),3-9 months
TN_Forest_Cheatham,Mephitis mephitis,1.294693011,0.998794055,-0.383781852,-0.074001554,Year,2.063987257,0.557287084,-0.72728204,-0.271501442,High,Closed,Mephitidae,omnivore,Closed,nocturnal_only,G,small_omnivore,0.563087419,0.3037,TN_Forest_Cheatham Mephitis mephitis,Yes (rarely),>9 months
TN_Forest_Cheatham,Odocoileus virginianus,0.296145161,0.316034789,-0.383781852,-0.074001554,Year,-0.885048546,3.57417957,-0.72728204,-0.271501442,High,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,0.563087419,0.454,TN_Forest_Cheatham Odocoileus virginianus,Yes (commonly),3-9 months
TN_Forest_Cheatham,Procyon lotor,2.372807707,0.72771968,-0.383781852,-0.074001554,Year,2.063987257,-1.252848407,-0.72728204,-0.271501442,High,Closed,Procyonidae,omnivore,Closed,nocturnal_only,G,small_omnivore,0.563087419,0.4371,TN_Forest_Cheatham Procyon lotor,Yes (rarely),3-9 months
TN_Forest_Cheatham,Sus scrofa,1.030953642,1.224744201,-0.383781852,-0.074001554,Year,-0.885048546,2.367422575,-0.72728204,-0.271501442,High,Closed,Suidae,omnivore,Closed,mix,G,large_omnivore,0.563087419,0.4343,TN_Forest_Cheatham Sus scrofa,Yes (commonly),>9 months
TN_Forest_Cheatham,Sylvilagus floridanus,1.213708038,0.853491503,-0.383781852,-0.074001554,Year,-0.885048546,3.57417957,-0.72728204,-0.271501442,High,Closed,Leporidae,herbivore,Closed,mix,G,small_herbivore,0.563087419,0.286,TN_Forest_Cheatham Sylvilagus floridanus,Yes (commonly),3-9 months
TN_Forest_Cheatham,Vulpes vulpes,1.030953655,1.224864194,-0.383781852,-0.074001554,Year,0.097963389,1.764044078,-0.72728204,-0.271501442,High,Closed,Canidae,omnivore,Closed,mix,G,small_omnivore,0.563087419,0.4547,TN_Forest_Cheatham Vulpes vulpes,Yes (rarely),3-9 months
TN_Forest_Cumberland Gap National Historical Park,Canis latrans,0.586610788,1.355577,-0.324598749,-0.053332485,Year,0.097963389,1.160665581,-0.623398905,0.929269436,Low,Closed,Canidae,carnivore,Closed,mix,G,small_carnivore,1.380925028,0.4856,TN_Forest_Cumberland Gap National Historical Park Canis latrans,No,NA
TN_Forest_Cumberland Gap National Historical Park,Didelphis virginiana,0.27953014,1.204615344,-0.324598749,-0.053332485,Year,2.063987257,-0.046091413,-0.623398905,0.929269436,Low,Closed,Didelphidae,omnivore,Closed,nocturnal_only,S,small_omnivore,1.380925028,0.2745,TN_Forest_Cumberland Gap National Historical Park Didelphis virginiana,No,NA
TN_Forest_Cumberland Gap National Historical Park,Lynx rufus,-0.813164787,1.154700891,-0.324598749,-0.053332485,Year,-0.885048546,0.557287084,-0.623398905,0.929269436,Low,Closed,Felidae,carnivore,Closed,nocturnal_only,G,small_carnivore,1.380925028,0.4481,TN_Forest_Cumberland Gap National Historical Park Lynx rufus,No,3-9 months
TN_Forest_Cumberland Gap National Historical Park,Mephitis mephitis,-0.40769677,1.224939777,-0.324598749,-0.053332485,Year,2.063987257,0.557287084,-0.623398905,0.929269436,Low,Closed,Mephitidae,omnivore,Closed,nocturnal_only,G,small_omnivore,1.380925028,0.3037,TN_Forest_Cumberland Gap National Historical Park Mephitis mephitis,No,NA
TN_Forest_Cumberland Gap National Historical Park,Odocoileus virginianus,0.455263809,0.46161517,-0.324598749,-0.053332485,Year,-0.885048546,3.57417957,-0.623398905,0.929269436,Low,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,1.380925028,0.454,TN_Forest_Cumberland Gap National Historical Park Odocoileus virginianus,No,NA
TN_Forest_Cumberland Gap National Historical Park,Procyon lotor,-0.664052212,1.793116564,-0.324598749,-0.053332485,Year,2.063987257,-1.252848407,-0.623398905,0.929269436,Low,Closed,Procyonidae,omnivore,Closed,nocturnal_only,G,small_omnivore,1.380925028,0.4371,TN_Forest_Cumberland Gap National Historical Park Procyon lotor,No,NA
TN_Forest_Cumberland Gap National Historical Park,Ursus americanus,-2.064289416,1.246529499,-0.324598749,-0.053332485,Year,0.097963389,0.557287084,-0.623398905,0.929269436,Low,Closed,Ursidae,omnivore,Closed,mix,G,large_omnivore,1.380925028,0.4763,TN_Forest_Cumberland Gap National Historical Park Ursus americanus,No,NA
TX_Forest_Pineywoods_Angelina,Canis latrans,-1.072009463,0.699907091,-0.515993099,-0.325849369,Year,0.097963389,1.160665581,-0.935048311,-0.615455729,High,Closed,Canidae,carnivore,Closed,mix,G,small_carnivore,1.855956099,0.4856,TX_Forest_Pineywoods_Angelina Canis latrans,No,NA
TX_Forest_Pineywoods_Angelina,Dasypus novemcinctus,1.044647917,0.506495214,-0.515993099,-0.325849369,Year,-0.885048546,1.160665581,-0.935048311,-0.615455729,High,Closed,Dasypodidae,carnivore,Closed,nocturnal_only,G,small_carnivore,1.855956099,0.2628,TX_Forest_Pineywoods_Angelina Dasypus novemcinctus,No,NA
TX_Forest_Pineywoods_Angelina,Didelphis virginiana,0.944207224,1.051222401,-0.515993099,-0.325849369,Year,2.063987257,-0.046091413,-0.935048311,-0.615455729,High,Closed,Didelphidae,omnivore,Closed,nocturnal_only,S,small_omnivore,1.855956099,0.2745,TX_Forest_Pineywoods_Angelina Didelphis virginiana,No,NA
TX_Forest_Pineywoods_Angelina,Odocoileus virginianus,0.455512434,0.401674199,-0.515993099,-0.325849369,Year,-0.885048546,3.57417957,-0.935048311,-0.615455729,High,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,1.855956099,0.454,TX_Forest_Pineywoods_Angelina Odocoileus virginianus,Yes (commonly),<3 months
TX_Forest_Pineywoods_Angelina,Procyon lotor,0.302222783,0.549568674,-0.515993099,-0.325849369,Year,2.063987257,-1.252848407,-0.935048311,-0.615455729,High,Closed,Procyonidae,omnivore,Closed,nocturnal_only,G,small_omnivore,1.855956099,0.4371,TX_Forest_Pineywoods_Angelina Procyon lotor,No,NA
TX_Forest_Pineywoods_Angelina,Sus scrofa,0.762168877,0.504474073,-0.515993099,-0.325849369,Year,-0.885048546,2.367422575,-0.935048311,-0.615455729,High,Closed,Suidae,omnivore,Closed,mix,G,large_omnivore,1.855956099,0.4343,TX_Forest_Pineywoods_Angelina Sus scrofa,Yes (commonly),>9 months
TX_Forest_Pineywoods_Angelina,Sylvilagus floridanus,1.404855339,1.515938841,-0.515993099,-0.325849369,Year,-0.885048546,3.57417957,-0.935048311,-0.615455729,High,Closed,Leporidae,herbivore,Closed,mix,G,small_herbivore,1.855956099,0.286,TX_Forest_Pineywoods_Angelina Sylvilagus floridanus,No,NA
TX_Forest_Pineywoods_Angelina,Urocyon cinereoargenteus,0.379487298,0.866047484,-0.515993099,-0.325849369,Year,2.063987257,-0.64946991,-0.935048311,-0.615455729,High,Closed,Canidae,omnivore,Closed,mix,G,small_omnivore,1.855956099,0.4483,TX_Forest_Pineywoods_Angelina Urocyon cinereoargenteus,No,NA
TX_Grassland_Abilene,Canis latrans,-0.333879854,0.616008097,-0.603957732,-0.286209166,Year,0.097963389,1.160665581,-0.658524857,-0.536074226,High,Closed,Canidae,carnivore,Closed,mix,G,small_carnivore,0.323372578,0.4856,TX_Grassland_Abilene Canis latrans,No,NA
TX_Grassland_Abilene,Dasypus novemcinctus,1.132379228,1.403876138,-0.603957732,-0.286209166,Year,-0.885048546,1.160665581,-0.658524857,-0.536074226,High,Closed,Dasypodidae,carnivore,Closed,nocturnal_only,G,small_carnivore,0.323372578,0.2628,TX_Grassland_Abilene Dasypus novemcinctus,No,NA
TX_Grassland_Abilene,Didelphis virginiana,2.428696836,1.519292782,-0.603957732,-0.286209166,Year,2.063987257,-0.046091413,-0.658524857,-0.536074226,High,Closed,Didelphidae,omnivore,Closed,nocturnal_only,S,small_omnivore,0.323372578,0.2745,TX_Grassland_Abilene Didelphis virginiana,No,NA
TX_Grassland_Abilene,Erethizon dorsatum,0.449226013,1.224750101,-0.603957732,-0.286209166,Year,0.097963389,-0.046091413,-0.658524857,-0.536074226,High,Closed,Erethizontidae,herbivore,Closed,nocturnal_only,S,small_herbivore,0.323372578,0.355,TX_Grassland_Abilene Erethizon dorsatum,No,NA
TX_Grassland_Abilene,Lynx rufus,1.252780469,0.712172924,-0.603957732,-0.286209166,Year,-0.885048546,0.557287084,-0.658524857,-0.536074226,High,Closed,Felidae,carnivore,Closed,nocturnal_only,G,small_carnivore,0.323372578,0.4481,TX_Grassland_Abilene Lynx rufus,No,NA
TX_Grassland_Abilene,Mephitis mephitis,-0.648304769,1.273882751,-0.603957732,-0.286209166,Year,2.063987257,0.557287084,-0.658524857,-0.536074226,High,Closed,Mephitidae,omnivore,Closed,nocturnal_only,G,small_omnivore,0.323372578,0.3037,TX_Grassland_Abilene Mephitis mephitis,No,NA
TX_Grassland_Abilene,Odocoileus hemionus,1.132513558,1.395573363,-0.603957732,-0.286209166,Year,-0.885048546,3.57417957,-0.658524857,-0.536074226,High,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,0.323372578,0.4638,TX_Grassland_Abilene Odocoileus hemionus,No,NA
TX_Grassland_Abilene,Odocoileus virginianus,-0.467113433,0.414687753,-0.603957732,-0.286209166,Year,-0.885048546,3.57417957,-0.658524857,-0.536074226,High,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,0.323372578,0.454,TX_Grassland_Abilene Odocoileus virginianus,Yes (commonly),NA
TX_Grassland_Abilene,Procyon lotor,0.066594052,0.827208157,-0.603957732,-0.286209166,Year,2.063987257,-1.252848407,-0.658524857,-0.536074226,High,Closed,Procyonidae,omnivore,Closed,nocturnal_only,G,small_omnivore,0.323372578,0.4371,TX_Grassland_Abilene Procyon lotor,No,NA
TX_Grassland_Abilene,Sus scrofa,0.640962901,0.316365868,-0.603957732,-0.286209166,Year,-0.885048546,2.367422575,-0.658524857,-0.536074226,High,Closed,Suidae,omnivore,Closed,mix,G,large_omnivore,0.323372578,0.4343,TX_Grassland_Abilene Sus scrofa,Yes (commonly),NA
TX_Grassland_Abilene,Sylvilagus floridanus,1.368248036,1.486243881,-0.603957732,-0.286209166,Year,-0.885048546,3.57417957,-0.658524857,-0.536074226,High,Closed,Leporidae,herbivore,Closed,mix,G,small_herbivore,0.323372578,0.286,TX_Grassland_Abilene Sylvilagus floridanus,No,NA
TX_Grassland_Abilene,Urocyon cinereoargenteus,0.449226514,1.224744897,-0.603957732,-0.286209166,Year,2.063987257,-0.64946991,-0.658524857,-0.536074226,High,Closed,Canidae,omnivore,Closed,mix,G,small_omnivore,0.323372578,0.4483,TX_Grassland_Abilene Urocyon cinereoargenteus,No,NA
TX_Grassland_Matador,Canis latrans,1.186220746,0.331309361,-0.613139434,-0.184456592,Year,0.097963389,1.160665581,-0.658524857,-1.085797455,High,Open,Canidae,carnivore,Open,mix,G,small_carnivore,0.173455861,0.4856,TX_Grassland_Matador Canis latrans,Yes (rarely),<3 months
TX_Grassland_Matador,Dasypus novemcinctus,-1.822050202,1.370542553,-0.613139434,-0.184456592,Year,-0.885048546,1.160665581,-0.658524857,-1.085797455,High,Open,Dasypodidae,carnivore,Open,nocturnal_only,G,small_carnivore,0.173455861,0.2628,TX_Grassland_Matador Dasypus novemcinctus,No,NA
TX_Grassland_Matador,Erethizon dorsatum,2.032388309,1.286719551,-0.613139434,-0.184456592,Year,0.097963389,-0.046091413,-0.658524857,-1.085797455,High,Open,Erethizontidae,herbivore,Open,nocturnal_only,S,small_herbivore,0.173455861,0.355,TX_Grassland_Matador Erethizon dorsatum,No,NA
TX_Grassland_Matador,Lepus californicus,-0.92475031,1.223057855,-0.613139434,-0.184456592,Year,-0.885048546,1.160665581,-0.658524857,-1.085797455,High,Open,Leporidae,herbivore,Open,nocturnal_only,G,small_herbivore,0.173455861,0.3333,TX_Grassland_Matador Lepus californicus,No,NA
TX_Grassland_Matador,Lynx rufus,0.625366068,0.635108071,-0.613139434,-0.184456592,Year,-0.885048546,0.557287084,-0.658524857,-1.085797455,High,Open,Felidae,carnivore,Open,nocturnal_only,G,small_carnivore,0.173455861,0.4481,TX_Grassland_Matador Lynx rufus,No,NA
TX_Grassland_Matador,Mephitis mephitis,1.652030657,0.965185155,-0.613139434,-0.184456592,Year,2.063987257,0.557287084,-0.658524857,-1.085797455,High,Open,Mephitidae,omnivore,Open,nocturnal_only,G,small_omnivore,0.173455861,0.3037,TX_Grassland_Matador Mephitis mephitis,No,NA
TX_Grassland_Matador,Odocoileus hemionus,1.151773449,0.923721427,-0.613139434,-0.184456592,Year,-0.885048546,3.57417957,-0.658524857,-1.085797455,High,Open,Cervidae,herbivore,Open,mix,G,large_herbivore,0.173455861,0.4638,TX_Grassland_Matador Odocoileus hemionus,Yes (commonly),<3 months
TX_Grassland_Matador,Odocoileus virginianus,0.131502628,0.410097984,-0.613139434,-0.184456592,Year,-0.885048546,3.57417957,-0.658524857,-1.085797455,High,Open,Cervidae,herbivore,Open,mix,G,large_herbivore,0.173455861,0.454,TX_Grassland_Matador Odocoileus virginianus,Yes (commonly),<3 months
TX_Grassland_Matador,Pecari tajacu,0.033476175,1.212291417,-0.613139434,-0.184456592,Year,0.097963389,1.160665581,-0.658524857,-1.085797455,High,Open,Tayassuidae,omnivore,Open,mix,G,large_omnivore,0.173455861,0.4633,TX_Grassland_Matador Pecari tajacu,No,NA
TX_Grassland_Matador,Procyon lotor,-0.35991147,0.753913016,-0.613139434,-0.184456592,Year,2.063987257,-1.252848407,-0.658524857,-1.085797455,High,Open,Procyonidae,omnivore,Open,nocturnal_only,G,small_omnivore,0.173455861,0.4371,TX_Grassland_Matador Procyon lotor,No,NA
TX_Grassland_Matador,Sus scrofa,0.078308525,0.748689871,-0.613139434,-0.184456592,Year,-0.885048546,2.367422575,-0.658524857,-1.085797455,High,Open,Suidae,omnivore,Open,mix,G,large_omnivore,0.173455861,0.4343,TX_Grassland_Matador Sus scrofa,Yes (commonly),3-9 months
TX_Grassland_Matador,Sylvilagus floridanus,-0.231558966,1.414215913,-0.613139434,-0.184456592,Year,-0.885048546,3.57417957,-0.658524857,-1.085797455,High,Open,Leporidae,herbivore,Open,mix,G,small_herbivore,0.173455861,0.286,TX_Grassland_Matador Sylvilagus floridanus,No,NA
TX_Grassland_Matador,Taxidea taxus,0.461588435,1.224744875,-0.613139434,-0.184456592,Year,0.097963389,-0.64946991,-0.658524857,-1.085797455,High,Open,Mustelidae,carnivore,Open,nocturnal_only,G,small_carnivore,0.173455861,0.4429,TX_Grassland_Matador Taxidea taxus,No,NA
Umea,Alces alces,0.407194343,1.962972412,1.466190125,1.408956048,Season,-0.885048546,-0.64946991,0.067909729,0.577663321,High,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,NA,0.4731,Umea Alces alces,Yes (commonly),3-9 months
Umea,Capreolus capreolus,1.240938115,0.664216891,1.466190125,1.408956048,Season,-0.885048546,0.557287084,0.067909729,0.577663321,High,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,NA,0.4547,Umea Capreolus capreolus,Yes (commonly),3-9 months
Umea,Lepus timidus,2.15850908,1.376714117,1.466190125,1.408956048,Season,-0.885048546,1.160665581,0.067909729,0.577663321,High,Closed,Leporidae,herbivore,Closed,nocturnal_only,G,small_herbivore,NA,0.3386,Umea Lepus timidus,Yes (commonly),3-9 months
Umea,Meles meles,-0.187211662,1.224744782,1.466190125,1.408956048,Season,2.063987257,1.160665581,0.067909729,0.577663321,High,Closed,Mustelidae,omnivore,Closed,nocturnal_only,G,small_omnivore,NA,0.425,Umea Meles meles,Yes (commonly),3-9 months
Umea,Vulpes vulpes,0.218257926,1.154743519,1.466190125,1.408956048,Season,0.097963389,1.764044078,0.067909729,0.577663321,High,Closed,Canidae,omnivore,Closed,mix,G,small_omnivore,NA,0.4547,Umea Vulpes vulpes,Yes (commonly),>9 months
UniBrno_01,Capreolus capreolus,0.309301679,0.195004483,1.404815527,0.625631817,Season,-0.885048546,0.557287084,1.175498266,0.798286988,High,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,1.377371286,0.4547,UniBrno_01 Capreolus capreolus,Yes (commonly),3-9 months
UniBrno_01,Cervus elaphus,0.751971972,1.370715345,1.404815527,0.625631817,Season,-0.885048546,0.557287084,1.175498266,0.798286988,High,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,1.377371286,0.4897,UniBrno_01 Cervus elaphus,Yes (rarely),3-9 months
UniBrno_01,Lepus europaeus,0.273888333,0.378747981,1.404815527,0.625631817,Season,-0.885048546,-0.046091413,1.175498266,0.798286988,High,Closed,Leporidae,herbivore,Closed,nocturnal_only,G,small_herbivore,1.377371286,0.32,UniBrno_01 Lepus europaeus,Yes (rarely),<3 months
UniBrno_01,Meles meles,0.067745895,0.28905302,1.404815527,0.625631817,Season,2.063987257,1.160665581,1.175498266,0.798286988,High,Closed,Mustelidae,omnivore,Closed,nocturnal_only,G,small_omnivore,1.377371286,0.425,UniBrno_01 Meles meles,Yes (commonly),<3 months
UniBrno_01,Sus scrofa,-0.960105508,0.586725777,1.404815527,0.625631817,Season,-0.885048546,2.367422575,1.175498266,0.798286988,High,Closed,Suidae,omnivore,Closed,mix,G,large_omnivore,1.377371286,0.4343,UniBrno_01 Sus scrofa,Yes (commonly),>9 months
UniBrno_01,Vulpes vulpes,-0.331959631,0.257002856,1.404815527,0.625631817,Season,0.097963389,1.764044078,1.175498266,0.798286988,High,Closed,Canidae,omnivore,Closed,mix,G,small_omnivore,1.377371286,0.4547,UniBrno_01 Vulpes vulpes,Yes (commonly),>9 months
UniHasselt_01,Canis lupus,-0.93130804,1.257665805,1.213872524,0.719038051,Year,-0.885048546,2.367422575,1.313759993,1.056307968,Low,Closed,Canidae,carnivore,Closed,mix,G,large_carnivore,0.716473706,0.4775,UniHasselt_01 Canis lupus,No,NA
UniHasselt_01,Capreolus capreolus,0.274643356,0.156270904,1.213872524,0.719038051,Year,-0.885048546,0.557287084,1.313759993,1.056307968,Low,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,0.716473706,0.4547,UniHasselt_01 Capreolus capreolus,Yes (commonly),3-9 months
UniHasselt_01,Lepus europaeus,0.968969037,0.610260667,1.213872524,0.719038051,Year,-0.885048546,-0.046091413,1.313759993,1.056307968,Low,Closed,Leporidae,herbivore,Closed,nocturnal_only,G,small_herbivore,0.716473706,0.32,UniHasselt_01 Lepus europaeus,No,NA
UniHasselt_01,Martes foina,1.772856031,1.143767768,1.213872524,0.719038051,Year,1.080975323,0.557287084,1.313759993,1.056307968,Low,Closed,Mustelidae,omnivore,Closed,mix,G,small_carnivore,0.716473706,0.414,UniHasselt_01 Martes foina,No,NA
UniHasselt_01,Martes martes,-0.23816104,1.414231714,1.213872524,0.719038051,Year,0.097963389,-0.64946991,1.313759993,1.056307968,Low,Closed,Mustelidae,omnivore,Closed,nocturnal_only,S,small_carnivore,0.716473706,0.4236,UniHasselt_01 Martes martes,No,NA
UniHasselt_01,Oryctolagus cuniculus,0.454986278,0.86602565,1.213872524,0.719038051,Year,-0.885048546,0.557287084,1.313759993,1.056307968,Low,Closed,Leporidae,herbivore,Closed,nocturnal_only,G,small_herbivore,0.716473706,0.31,UniHasselt_01 Oryctolagus cuniculus,No,NA
UniHasselt_01,Sus scrofa,0.668215786,0.294620403,1.213872524,0.719038051,Year,-0.885048546,2.367422575,1.313759993,1.056307968,Low,Closed,Suidae,omnivore,Closed,mix,G,large_omnivore,0.716473706,0.4343,UniHasselt_01 Sus scrofa,Yes (commonly),>9 months
UniHasselt_01,Vulpes vulpes,0.935714768,0.259946985,1.213872524,0.719038051,Year,0.097963389,1.764044078,1.313759993,1.056307968,Low,Closed,Canidae,omnivore,Closed,mix,G,small_omnivore,0.716473706,0.4547,UniHasselt_01 Vulpes vulpes,No,NA
UniZagreb_Agri_01,Canis lupus,0.004948322,0.753924328,1.385069906,0.391704855,Year,-0.885048546,2.367422575,2.421348529,-1.026621813,Low,Closed,Canidae,carnivore,Closed,mix,G,large_carnivore,0.917341484,0.4775,UniZagreb_Agri_01 Canis lupus,NA,NA
UniZagreb_Agri_01,Capreolus capreolus,0.17969744,0.368524695,1.385069906,0.391704855,Year,-0.885048546,0.557287084,2.421348529,-1.026621813,Low,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,0.917341484,0.4547,UniZagreb_Agri_01 Capreolus capreolus,NA,NA
UniZagreb_Agri_01,Cervus elaphus,-0.561300881,0.632702365,1.385069906,0.391704855,Year,-0.885048546,0.557287084,2.421348529,-1.026621813,Low,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,0.917341484,0.4897,UniZagreb_Agri_01 Cervus elaphus,NA,NA
UniZagreb_Agri_01,Felis silvestris,0.991047142,0.978388906,1.385069906,0.391704855,Year,-0.885048546,1.160665581,2.421348529,-1.026621813,Low,Closed,Felidae,carnivore,Closed,mix,G,small_carnivore,0.917341484,0.4265,UniZagreb_Agri_01 Felis silvestris,NA,NA
UniZagreb_Agri_01,Lepus europaeus,-1.359416427,1.421861712,1.385069906,0.391704855,Year,-0.885048546,-0.046091413,2.421348529,-1.026621813,Low,Closed,Leporidae,herbivore,Closed,nocturnal_only,G,small_herbivore,0.917341484,0.32,UniZagreb_Agri_01 Lepus europaeus,NA,NA
UniZagreb_Agri_01,Lynx lynx,-0.271335917,0.685375785,1.385069906,0.391704855,Year,-0.885048546,1.160665581,2.421348529,-1.026621813,Low,Closed,Felidae,carnivore,Closed,nocturnal_only,G,large_carnivore,0.917341484,0.4303,UniZagreb_Agri_01 Lynx lynx,NA,NA
UniZagreb_Agri_01,Meles meles,1.154738041,0.733042666,1.385069906,0.391704855,Year,2.063987257,1.160665581,2.421348529,-1.026621813,Low,Closed,Mustelidae,omnivore,Closed,nocturnal_only,G,small_omnivore,0.917341484,0.425,UniZagreb_Agri_01 Meles meles,NA,NA
UniZagreb_Agri_01,Oryctolagus cuniculus,0.422663861,1.432838875,1.385069906,0.391704855,Year,-0.885048546,0.557287084,2.421348529,-1.026621813,Low,Closed,Leporidae,herbivore,Closed,nocturnal_only,G,small_herbivore,0.917341484,0.31,UniZagreb_Agri_01 Oryctolagus cuniculus,NA,NA
UniZagreb_Agri_01,Rupicapra rupicapra,1.920524442,1.282907398,1.385069906,0.391704855,Year,-0.885048546,0.557287084,2.421348529,-1.026621813,Low,Closed,Bovidae,herbivore,Closed,mix,G,large_herbivore,0.917341484,0.4553,UniZagreb_Agri_01 Rupicapra rupicapra,NA,NA
UniZagreb_Agri_01,Sus scrofa,1.146559441,0.845082371,1.385069906,0.391704855,Year,-0.885048546,2.367422575,2.421348529,-1.026621813,Low,Closed,Suidae,omnivore,Closed,mix,G,large_omnivore,0.917341484,0.4343,UniZagreb_Agri_01 Sus scrofa,NA,NA
UniZagreb_Agri_01,Ursus arctos,-0.024825472,0.518081068,1.385069906,0.391704855,Year,0.097963389,1.160665581,2.421348529,-1.026621813,Low,Closed,Ursidae,omnivore,Closed,mix,G,large_omnivore,0.917341484,0.4748,UniZagreb_Agri_01 Ursus arctos,NA,NA
UniZagreb_Agri_01,Vulpes vulpes,-0.016829503,0.571822769,1.385069906,0.391704855,Year,0.097963389,1.764044078,2.421348529,-1.026621813,Low,Closed,Canidae,omnivore,Closed,mix,G,small_omnivore,0.917341484,0.4547,UniZagreb_Agri_01 Vulpes vulpes,NA,NA
UT_Desert_Wasatch,Canis latrans,0.375067518,1.142830916,-0.810618588,0.166059372,Year,0.097963389,1.160665581,-1.350580852,2.192378691,High,Open,Canidae,carnivore,Open,mix,G,small_carnivore,0.520959611,0.4856,UT_Desert_Wasatch Canis latrans,Yes (commonly),>9 months
UT_Desert_Wasatch,Castor canadensis,-0.690315608,1.460184297,-0.810618588,0.166059372,Year,-0.885048546,-0.64946991,-1.350580852,2.192378691,High,Open,Castoridae,herbivore,Open,mix,G,small_herbivore,0.520959611,0.385,UT_Desert_Wasatch Castor canadensis,Yes (rarely),>9 months
UT_Desert_Wasatch,Erethizon dorsatum,-1.401733054,2.252374727,-0.810618588,0.166059372,Year,0.097963389,-0.046091413,-1.350580852,2.192378691,High,Open,Erethizontidae,herbivore,Open,nocturnal_only,S,small_herbivore,0.520959611,0.355,UT_Desert_Wasatch Erethizon dorsatum,Yes (rarely),NA
UT_Desert_Wasatch,Lynx rufus,1.253962774,1.060983313,-0.810618588,0.166059372,Year,-0.885048546,0.557287084,-1.350580852,2.192378691,High,Open,Felidae,carnivore,Open,nocturnal_only,G,small_carnivore,0.520959611,0.4481,UT_Desert_Wasatch Lynx rufus,Yes (rarely),3-9 months
UT_Desert_Wasatch,Mephitis mephitis,-1.361924691,0.835867678,-0.810618588,0.166059372,Year,2.063987257,0.557287084,-1.350580852,2.192378691,High,Open,Mephitidae,omnivore,Open,nocturnal_only,G,small_omnivore,0.520959611,0.3037,UT_Desert_Wasatch Mephitis mephitis,Yes (rarely),>9 months
UT_Desert_Wasatch,Odocoileus hemionus,-0.153163575,0.530653827,-0.810618588,0.166059372,Year,-0.885048546,3.57417957,-1.350580852,2.192378691,High,Open,Cervidae,herbivore,Open,mix,G,large_herbivore,0.520959611,0.4638,UT_Desert_Wasatch Odocoileus hemionus,Yes (commonly),<3 months
UT_Desert_Wasatch,Procyon lotor,-1.29833559,0.513790438,-0.810618588,0.166059372,Year,2.063987257,-1.252848407,-1.350580852,2.192378691,High,Open,Procyonidae,omnivore,Open,nocturnal_only,G,small_omnivore,0.520959611,0.4371,UT_Desert_Wasatch Procyon lotor,Yes (rarely),NA
UT_Desert_Wasatch,Vulpes vulpes,0.376693332,0.701500262,-0.810618588,0.166059372,Year,0.097963389,1.764044078,-1.350580852,2.192378691,High,Open,Canidae,omnivore,Open,mix,G,small_omnivore,0.520959611,0.4547,UT_Desert_Wasatch Vulpes vulpes,Yes (rarely),NA
VA_Forest_Richmond(rural),Canis latrans,0.362582204,0.3411661,-0.221187417,0.001021875,Year,0.097963389,1.160665581,-1.004552855,0.761970802,Low,Closed,Canidae,carnivore,Closed,mix,G,small_carnivore,NA,0.4856,VA_Forest_Richmond(rural) Canis latrans,NA,NA
VA_Forest_Richmond(rural),Didelphis virginiana,0.087164366,0.498877579,-0.221187417,0.001021875,Year,2.063987257,-0.046091413,-1.004552855,0.761970802,Low,Closed,Didelphidae,omnivore,Closed,nocturnal_only,S,small_omnivore,NA,0.2745,VA_Forest_Richmond(rural) Didelphis virginiana,NA,NA
VA_Forest_Richmond(rural),Lontra canadensis,-0.925969918,0.865998351,-0.221187417,0.001021875,Year,-0.885048546,1.160665581,-1.004552855,0.761970802,Low,Closed,Mustelidae,carnivore,Closed,mix,G,small_carnivore,NA,0.446,VA_Forest_Richmond(rural) Lontra canadensis,NA,NA
VA_Forest_Richmond(rural),Mephitis mephitis,1.370747713,1.095547227,-0.221187417,0.001021875,Year,2.063987257,0.557287084,-1.004552855,0.761970802,Low,Closed,Mephitidae,omnivore,Closed,nocturnal_only,G,small_omnivore,NA,0.3037,VA_Forest_Richmond(rural) Mephitis mephitis,NA,NA
